ID,Codigo de grupo,Nombre de grupo,Lider,Avalado,Estado,Calificado,Programa nacional,Programa nacional secundario,Programa tipo
278,COL0148139,"I&D ARGOS",CARLOS AUGUSTO OROZCO RIOS,3 de 7,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Investigaciones en Energía y Minería",Ingeniería
279,COL0007391,"Grupo Humanismo y Gestión",JUAN DAVID PELAEZ LEON,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
280,COL0015919,"SIDRe - Sistemas de Información, Sistemas Distribuidos y Redes de Computadores",RAFAEL VICENTE PAEZ MENDEZ,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
281,COL0005584,"GIP",MAURICIO BECERRA FERNANDEZ,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
282,COL0053581,"Automática, Electrónica y Ciencias Computacionales",ERICK ESTEFEN REYES VERA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
283,COL0024614,"Grupo de Investigación en Sistemas Neurodifusos",JAIRO ACOSTA SOLANO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
284,COL0011339,"Grupo de investigación en Logística y Producción - Universidad del Valle",LILIANA DELGADO HIDALGO,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
285,COL0006939,"Sostenibilidad, Infraestructura y Territorio - SITE",ENGELBERTH SOTO ESTRADA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e innovación en Ambiente, Biodiversidad y Hábitat","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
286,COL0101301,"Grupo de Investigación en Ingeniería Mecatrónica (GIIM)",PABLO DANIEL BONAVERI ARANGOA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones",Ingeniería
287,COL0055862,"Grupo de Investigacion en Ingeniería de Diseńo (GRID)",RICARDO MEJIA GUTIERREZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación",Ingeniería
288,COL0066688,"Trueque",JESUS DAVID VALENCIA SALAZAR,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
289,COL0042559,"Qualipro- Grupo de Investigación en Calidad y Productividad",JACOBO HERNAN ECHAVARRIA CUERVO,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
290,COL0009977,"Grupo de Investigación en Materiales de Construcción y Estructuras INME",ALVARO VIVIESCAS JAIMES,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e innovación en Ambiente, Biodiversidad y Hábitat",Ingeniería
291,COL0035055,"GISNET: Grupo de Investigación en Ingeniería de software y Nuevas Tecnologías",LAURA BEATRIZ MARTINEZ GARCIA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
292,COL0101016,"GRUPO DE MODELADO COMPUTACIONAL",DAVID ANGULO GARCIA,2 de 4,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencias Básicas",Ingeniería
293,COL0019104,"Investigaciones Pedagógicas en el área de las Matemáticas ",DENIS ALBERTO CASTRO RODRIGUEZ,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
294,COL0155849,"IPAITUG",LŔCIDES RAFAEL PINTO MINDIOLA,3 de 5,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones",Ingeniería
295,COL0203212,"GRUPO DE INVESTIGACIÓN EN SOFTWARE Y MODELAMIENTO (FPI)",MIGUEL ANGEL JIMENEZ BARROS,1 de 2,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
296,COL0154127,"TransFórmate",CESAR AUGUSTO MARIN MORENO,5 de 7,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones",Ingeniería
297,COL0011115,"Grupo de INvestigación en TEcnologías de valorización de Residuos y Fuentes Agrícolas e industriales para la Sustentabilidad Energética - INTERFASE",DEBORA ALCIDA NABARLATZ,2 de 3,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Investigaciones en Energía y Minería",Ingeniería
298,COL0023949,"Grupo de Investigación en Ingeniería y Gerencia de Proyectos de Construcción",JOSE ALBERTO GUEVARA MALDONADO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e innovación en Ambiente, Biodiversidad y Hábitat","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
299,COL0129329,"Ciencia, Tecnología, Innovación y Emprendimiento (CITIE)",JUAN MANUEL MONTES HINCAPIE,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación",Ingeniería
300,COL0013915,"Modelamiento y Gestión de Operaciones - MGO",DANIEL MORILLO TORRES,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencias Básicas",Ingeniería
301,COL0032465,"Centro de Investigación de Procesos del Tecnológico Comfenalco - CIPTEC",JUDITH DEL ROSARIO LOMBANA DEL RIO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
302,COL0036759,"GRUPO DE INVESTIGACIÓN EN SISTEMAS LOGISTICOS",WILLIAM JAVIER GUERRERO RUEDA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación",Ingeniería
303,COL0012613,"OSIRIS & BIOAXIS",DIANA CRISTINA MONCAYO MARTINEZ,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
304,COL0026879,"Grupo de Investigación y Desarrollo Tecnológico ONTARE",MAIRA ALEJANDRA GARCIA JARAMILLO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
305,COL0089279,"Grupo de Investigación en Imágenes Médicas Sura",JORGE MARIO VELEZ ARANGO,2 de 4,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Salud","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
306,COL0104751,"Grupo de Investigación en Desarrollo Socioempresarial (GIDSE)",GENNY TORCOROMA NAVARRO CLARO,3 de 5,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
307,COL0014411,"PROCESOS AGROINDUSTRIALES UNISABANA",MARIA XIMENA QUINTANILLA CARVAJAL,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Biotecnología",Ingeniería
308,COL0001244,"CECATA",JOAN MANUEL LARRAHONDO CRUZ,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
309,COL0040986,"Grupo de Investigación en Innovación y Tecnología-GIIT",LUZ ENITH MARQUEZ CANTILLO,2 de 2,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
310,COL0048017,"Grupo de Investigación en Inteligencia Computacional y Automática. GIICA",ISIS BONET CRUZ,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
311,COL0032643,"Calidad Metrologia y Producción",SANTIAGO GIL DURAN,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
312,COL0000569,"Aplicabilidad Tecnológica",ADRIANA RIVEROS GUEVARA,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
313,COL0047879,"GNOCIX - Gestión del Conocimiento y la Información",JUAN MANUEL TORRES TOVIO,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones",Ingeniería
314,COL0028874,"Grupo de Investigación en Desarrollo y Tecnología de Nuevos Materiales",MAURICIO RINCON ORTIZ,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
315,COL0042194,"Gestión Organizacional",ANA BEATRIZ BLANCO ARIZA,2 de 3,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones",Ingeniería
316,COL0025756,"Grupo de Investigación en Automática",WILBER ACUNA BRAVO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
317,COL0032581,"Grupo de Investigación en Gestión Energética (GENERGÉTICA)",JUAN CAMILO LOPEZ RESTREPO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
318,COL0103404,"Grupo de Investigación Diseńo de Vestuario y Textiles",ANA MARIA SOSSA LONDONO,2 de 4,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
319,COL0037569,"Grupo de Desarrollo y Diseńo de Procesos",SANTIAGO BUILES TORO,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e innovación en Ambiente, Biodiversidad y Hábitat","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
320,COL0078599,"Grupo de Integridad Estructural GIE",EDGAR ALEJANDRO MARANON LEON,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Seguridad y Defensa",Ingeniería
321,COL0206152,"INVEMAC",CAMILO ANDRES ECHEVERRI GUTIERREZ,1 de 2,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
322,COL0016999,"Estructuras y sísmica",JULIAN CARRILLO LEON,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e innovación en Ambiente, Biodiversidad y Hábitat",Ingeniería
323,COL0028711,"GIRES: Recursos - Energía - Sostenibilidad",MARIO JONATAN ACERO CABALLERO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Investigaciones en Energía y Minería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
324,COL0146573,"NIPAC - Nanomateriales e Ingeniería de Procesos Asistida por Computador",ADRIANA HERRERA BARROS,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
325,COL0009699,"Grupo de Investigación en Energías GIEN-UAO",ENRIQUE CIRO QUISPE OQUENA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Investigaciones en Energía y Minería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
326,COL0051989,"Grupo de Investigaciones en Propiedades y Procesos Alimentarios (GIPPAL)",MARYORIS ELISA SOTO LOPEZ,1 de 2,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ciencias Agropecuarias",Ingeniería
327,COL0074599,"Grupo de Diseńo de Productos y Procesos",LUIS HUMBERTO REYES BARRIOS,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Investigaciones en Energía y Minería",Ingeniería
328,COL0198266,"Engineeri@",ANDRES FELIPE PORTO SOLANO,1 de 2,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
329,COL0081361,"AGLAIA",JOVANY ARLEY SEPULVEDA AGUIRRE,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
330,COL0205763,"Ciencia, Ingeniería e Innovación",Claudia Patricia Ortiz Delgado,2 de 5,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencias Básicas",Ingeniería
331,COL0017511,"Geomateriales y Sistemas de Infraestructura",MIGUEL ANGEL CABRERA CABRERA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e innovación en Ambiente, Biodiversidad y Hábitat",Ingeniería
332,COL0013085,"Laboratorio de Fisica del Plasma",ELISABETH RESTREPO PARRA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
333,COL0007739,"Grupo de Automatizacion y Control.",ALDO PARDO GARCIA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
334,COL0169219,"LIOS",Miguel Angel  Ariza Gracia,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Salud",Ingeniería
335,COL0018994,"Centro de Investigaciones en Optimización y Logística - CIOL",RABIE NAIT ABDALLAH,4 de 6,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación",Ingeniería
336,COL0005501,"GESTIÓN EFICIENTE DE ENERGÍA, Kaí",JUAN CARLOS CAMPOS AVELLA,3 de 4,Categoría A1,Convocatoria 833 de 2018,"Investigaciones en Energía y Minería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
337,COL0074714,"Grupo de Ingeniería para la Sostenibilidad-GINS",Fausto Canales Vega,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e innovación en Ambiente, Biodiversidad y Hábitat","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
338,COL0002081,"Centro de Estudios de Ergonomía",MARTHA PATRICIA CARO GUTIERREZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Salud",Ingeniería
